claim_id,title,description,url,verdict_date,keywords,domain,verdict,category,sub_category
62,Starbucks Trenta cup,starbucks trenta cup elitanning iced coffee tazo teas say hello important news day new holds entire bottle wine hold people cougartown know case needed another reason love dont care still want bigger stomach te hert eater boozing huge fantastic  boredmommy insanity rt postsecret terrifying cups via gothamist good upcycle could dangerous slate whole watch apparently fit scary sashahalima wrong  markmorford mikeajacobson gross garyvee businessinsider winetogo problem solved hahaha winos laist guys size vooov guykawasaki american glass hairpin filler trente enjoy everything random college think something  trenta  work skrewvalentinesday lets drink seriously wonder americans overweight unhealthy details human nationalpost posted graphic big exactly starbucks  photo finally got taken instagram really starting trying compete mcdonalds push keeping america obese literally stomachs knew kill us trentas best ever omg found tht venti called thinks cool call extralarge dan snyder invented snyderlibel ha totalwine loving officially considered single serving haha baffled anyone needing much caffeine edzizlemizzle shouldnt trentayuno kottavio 31oz debut set orange mango apple juice,,2011-02-08 00:00:00,Starbucks Trenta cup,Trec2012,,,
63,Bieber and Stewart trading places,bieber stewart trading places justin jon exchange roles mtv news quote day body snatching victim video biebs switches raps new sean kingston crashes stewarts two inevitable activities occurred week switch bodies john bad youd think steps thedailyshow tonight gt stewert heck yes neversaynever daily show justinbieber watch omg even bieberfever junk contagious ludakrisi takes cosmepic emro makeover emma  cameo heretofore unwavering devotion buckles survives catching showcan somebody explain beiber beeber creature liked youtube 2011 ft,,2011-02-05 00:00:00,Bieber and Stewart trading places,Trec2012,,,
64,red light cameras,red light cameras deadly return va read goldman sachs manipulated photo industry geico tickets higher insurance rates traffic depot update study cities fewer fatal accidents camera biggest drop crashes involving running seen chandler ariz deaths dropped 79 bartmillard rt kgwnews new says save lives legal news redlight nwindiana oceanside gives green   kuff budgets starledger editorial board file photoredligh install additional midmarch helpful hurtful visitoceanside 004 mi intersection w 22nd st okeechobee rd hialeah itraffic attorney paid fines negate classaction suit tips say cheese longview police start ticketing runners caught thx opelika considers bbc fixed speed working 12 thames valley polices 238 operatio mcbean newhall ranch definitely work saw whole bunch flashes waiting added two intersections half britain nnot london england tonezonebeatz millions revenue aint never comin joey sbrmilitia rules mo cams cop computer owner approve offense city may give charity attention speeders leading database comes iphone national briefing washington finds cut helping drivers remember plz iihs safety place five years studied total 815 could avoided lynchburg wont first north florida town use dc multiply ticket growing list hundreds issued crackdown cant make decisions via suite101 yellow lights shorter tuesday nbc17 told showed l proper length enforced broccoman yeah cases ridiculous increase accident incidents etc repeal iowa council discuss speeding school ggwash recommends pedbike state legislature eliminate seattlepi enforcement lead increased injuries mr advises beat california dicaritk stupid flashed know damn well hate things reps morris overstreet sponsor bill eliminating trafficenforcement bham lawmakers look banning gazette cedar rapids smack fight criminaldefense towerlight   vote 2009 legislation passed maryland several sp big key baltimore sun law autos im 1170011720 n 56th fowler avenue temple terrace hear county approved expansion zones fl orlando area complete central way time orange,,2011-02-08 00:00:00,red light cameras,Trec2012,,,
65,Michelle Obama's obesity campaign,michelle obamas obesity campaign obama visits us army find whip couch potatoes shape uk news first lady takes childhood base calls lets move fitness nutrition national presses ahead 27 2011 fort jackson sc made battling childh mrs praises militarys healthy initiatives visited armys largest training health initiative may model usa today   said thursday mimi hall time daily caller tells abcs good morning america skepticism toward walmarts push recently partnered walmart coming atlanta discuss atl washington planning travel w bob keefe embraces ladys sees food drill sergeants call recruits dont put enough fruits bbc page autoupdates whats happening egypt applauds service smile snap judgment south car photo talks group soldiers post new breaking resurrects terror colors weight loss options stretch tom toles im sure effort government general particular kind drugs people american spectator obamas barbecue hypocrisy via amspec bill maher defended exercise think freedom explains tea party stalin right align elite organicfoodloving sparenoexpens make healthier room debate nytimes feat tlaskawy fight drink manufacturers introduce frontofpackage label system,,2011-02-07 00:00:00,Michelle Obama's obesity campaign,Trec2012,,,
66,Journalists' treatment in Egypt,journalists treatment egypt journalist van trouw mishandeld ca ro nieuws listening hackneylad amazing account beaten arrested cairo protests listen jonjensen guardian records audio arresttransport police jan25 rnn egyptian forces attack journalists arrest many including reporter civil liberties committee member press syndicate council websites blocked amid cpj ran gauntlet officers beating us sticks via rick sanchez ahmed mansour prominent according aljazeera world least 2 french bbc curfew announce internet phone service stopped target instigates media blackout bloodied goes camera report going hospital democracynow lede latest updates video shows chaotic scenes reports attacks int news vid ynet reporters israel nuts rt justamira war continues 6 al jazeera equipment seized breaking five crowd grows tahrir v exiledsurfer says 5 reuters freedomofmedia detained came hotel rooms confiscated  ragreenecnn six broadcaster tells cnn come cont ajenglish reporting arrests risk takers mike mikeallen january 31 2011 afp english channel tkucminya 1331 confirms authorities cai freed state dep asked release released briefly still held alarabiya crew attacked promubarak protesters israeli karasiwo things rapidly degenerating nytimes thelede widespread crackdown follow continuing developments msnbccoms blog whatsup covering scene ground found targets  nytjenpreston nickkristof  good journo cnns cooper manila bulletin newspaper online brutally silenced getting makes value freedom belgian jewish demonstration belgium calls                       ki targeted mubarak support theangryindian military rounding egypts pm issues apology stars live yikes shannonpoe foxheadlines army starts ipi globalfreemedia three polish thursday detention ctvca line fire egyptaljazeeranetjournalists   domestic foreign increasi rounded security bladi increasingly un wash post tweets bureau chief photographer reportedly  journalists siege turmoil  condemns ap white house spokesman robert gibbs systematic   jwildeboer rd sultanalqassemi swedish television missing missingjournalists list jailed etc hurtharassed second day detentions harassment international hindu repo threatened abcworldnews hilton supporter led away rio desperate gasps dying regime nickkristof detainedbeaten rtdna assaults addthis american dozens attac cracks u skipped romanian crews abc compiled way secretary hillary clinton free election essential sec coveri horrible yahoo mte nycrk1 time get thr 30 canadian harassed rioters chase hotels beheading silencing voice please read sandmonkey catalan tv team amongst escalate firedoglake 2nd bloody clashes happy cbcnews changed headline one less prejudicial cbc mobs damn liberal front lines history,,2011-02-05 00:00:00,Journalists' treatment in Egypt,Trec2012,,,
67,Boston Celtics championship,boston celtics championship espn nba c kendrick perkins knee surgery make season debut tuesday vs cavaliers lets go records loudest 7 points 6 doc rivers well wait see chris forsberg captain paul pierce departed thursdays ainge like team less month trade deadline president basketball nttttceltics davis leaves game suns sore hamstringntttt nbanewsfeed strained hamstring phoenix forward glen second half uploaded youtube video 2010 finals lakers memorieshighlig jermaine oneal arthroscopic recovery period likely 68 weeks sending prayers marquis daniels celticswe pray going okxo g stretcher  espn bruised spine collision wow thats crazy push skid 18 ap spent last seven months coming back photovideo essay gameperkins  return night witnessed difference still trying figure fast physical 012811 dans free pick winning five straight games steve nash ring rt anitalavearfpzb outphysicalize bosto teebflakes thinking profile chg2 days change longer fb celticsamyteam donetalk kobe cold pau playing soft andrew stiff da lol woah though taking risk stars players also compete fiba world championships wh preview utah jazz likelihood p,,2011-02-07 00:00:00,Boston Celtics championship,Trec2012,,,
68,Charlie Sheen rehab,charlie sheen rehab hollywood men team cant help biggest star via ew leaves hospital medical emergency released official word actor suffered severe abdominal pains teamfollowback back tv show hold los angeles reuters two half 500aday enters rehabilitation centercbs source 911 caller said  intoxicated     whatproblem cocaineisahelluvadrug enter cbs halts production hit series much abuse take dtn sheens troubled timeline troubles go pretty far alw sky news get well soon lost teeth porn kacey jordan wild party scene ive never seen someone selfdestructive able television network might write episodes include rehabs home filed nurse exclusive doesnt think needs refusing reh happens ratings soar big bonus short athome drug work reportedly receiving clearest benefit pat jon cryer tells conan worries  story found charlies car bottom hospitalized rager knockusoverwithafeather rushed w yet whether gerbil hamster 5 women celebrities bender briefcase full cocaine celebrity justice taken ambulance hosp first photo martin visiting angele cnn whoa 36hour deliver perez hilton briefcas hitechcj thur treated hernia od use blamed roundup monsters criticscom come updates allahpundit update delivered latest celebnews problem celebritynews coke admitted next day laughing hard eyeroll new blog post seems partying girls stuffs suffers result entertainment president wants create family homes hours hospitalised stars contribute publicist one hey guys didnt overdose ie high tolerance cont course love theyre saying herniapuuuuuleze tried watch 2 12 left paramedics spotted carrying hospitalafter cheatsheet sheen rep radaronlinecom eavesdropping mark zuckerberg snl lives thru 36hr stay gtgt puts online punters betting limbo time hinges become checks bosses 1 week hrs straight inspiration weekend hospitalization site tosh0 extreme liberal must soo proud parenting goes hiatus report california realityfree newstroubled tw intoxicated sitcom program voluntarily entered execs wer heads tvguide celeb vip masheen phew effing n afpn afp checked ap friday pro media decoder artsbeat,,2011-02-01 00:00:00,Charlie Sheen rehab,Trec2012,,,
69,high taxes,high taxes gop says uh loopholes dont count rt reuters obama cut corporate tax p2 tcot wait waitdid say need rates one highest world sotu moosatcows instead spreading paranoia raising bad saying yes pay higher ur kids get medical malpractice limits sorely needed repealing cuts wealthiest 2 americans desperately smaller leaner govt less intrusion states local spending shrink reform politicians ending good idea though america afford rate make sense incometax shumlin fair ask increase jeb spaulding vermont beatthetaxman lower close obamacare flatlines home sales clobbers middleclass blog gopgov joenbc seriously joe find way little nothing joesdelusions far seeing breaks owing much deductions flood levy addition carbon mining next breathing comprehensive list hikes teaparty congress tell congressmen republicans  lowering republican state az going roof illinois lawmakers tried put many law court dear thx taking initiative quickly ripping 67 income paycheck sureyoucanuseitmorethanme larryadams doesnt 3 words  batesdarren gilmore taoiseach twip ge11  middle britains could rise 83 750000 threequarters million people set become taxpayers april higherrate ta thousands  hit ifs canada may bring government gt california guv proposes 12 billion new hike history hoeven fiscal discipline without ooh sneaky year 201112 personal allowance goes level 40 kicks drops photo context outrageous loudoun county schools ever use kealanjflynn want comrade ge11 rte11 hcr 4m small biz times writers group inequality needs attention top marginal locked 35 p backdoor class ketk via addthis like 6 cigarettes oppose paying percentage cent abortion access priority fail dearjohn johnboehner conservatives spend liberals party shit lies generrational warfare news increasingly hard see increased deemed unfair opinion lga mean property star reducing means jobs better wages keeping earn vote2012 dem ocra stop madness erie accusing executive illegally breaking needless expense raised constantcontact measure federal lowest since 1950 apparently w2 right simply didnt take last check expected taxedenoughalreadymaybe yahoo actually theyre 60year low itmakessense death ambush usrealitycheck stated raise lie article incorrect refusal avoided reincepriebus yeah well bout 900bil rich hypocrite healthcare barackobama  didnt  wrong even politifact admits heritage obama claim rejected  blatantly false  taxpayer watchdog told oreilly wsjcom oh reeeally capslog debt still havent explained alps magic accounting methods auspol lmaoppl goin taxs financial speculation deficit increaseim retired increasedapparently first 5k free labour leader phil goff outlined labours policy n,,2011-02-08 00:00:00,high taxes,Trec2012,,,
70,farmers markets opinions,farmers markets opinions aprilathena7 love market one go long beach death rock n roll another sunday crisis bu molto vegas shut county pattymills yea buddy pacific pie co always pick local yeehaw find marge granola heath ceramics la sausalito also marin country mart sat august open 5 months voted 1 texas happy winter become increasingly popular woo food need decatur least whole foods nothing area scored free sip live tea peoples coop today chocolate spirit indy saturday shout lisa b yes trying something new shopping less none target costco asian lesson learned wait til mins close apple cider donuts left blerg fb stay healthy opens back 8 missed connections hot latin guy freshii m4m 25yr smokin high tops im assumin pimlico much around veggie department cabbages potatoesmaybe irish stew lunch please buy visit corner grand lake park aves oakland ca marke enjoy beautiful weather phoenix scottsdale tempe headed ferry building scoopadventurer keithclendaniel provisions garbage cans dug car cleaned removable parking space checked visited whoot whats exciting going business idea sure indoor tomorrow chicago thank earth meats sharing theyll amyi looked yummy early macdonalds grab york times benela ice coffee lol holla cha boydirt enews makes week positive start youre welcome navels oroblanco grapefruits celebration 73 degrees great day got veggies pennings farmer reopens 100eats100days hit heirloom namu mkt korean ramen tonys pizza chez panisse slanted cont wenger interest totteridge hell picking nice ham dinner farm provides students organic produce fairview gardens deliver fresh ever framed patch mt kisco chappaquamount ny mention cooking demo cool nickgaitan umbrella man play houstontxdotgov spring kickoff feb 2 official opening hamont isfeb 11th sigh 10708 points light maven mlm kick chamber conjunction ea right across urbanharvest three little ones cold depressing next time salt shaker 6 different types 12 oysters amazzz oregon house ag committee hears lots debate raw milk looking good still think folks openminded summerli rachelcurrier get crazy colored actually taste like beets strange jillianmichaels community supported agriculture grow friends westwood 300pm600 pm come kathi chicken tandoori offer jmgiveaway mills ln crane st helena morning fruit yummies reception needham concerns shawnryantv middlebury town really impressive several talks wthem kaiser santa teresa 260 international cir yelp bonsall big surprises morphs old social sorry miss snape diary 1165 lincoln avenue san jose gaaa meat apparently van broken roast us tonight booo somerville pretty sweet eatingtheweek sensational sunshiney downtown campbell full swing music j want experience try roadrunner nashville 900 rosa parks blvd rzrachelzoe went tres chic outfit gotta moving maui exchange pickup busy kitchen mauipreserved meyer lemons korals tropical hillcrest conveniently located farmer closer season kohlrabi whether csa devotee weekender consider ketchup veg well,,2011-02-07 00:00:00,farmers markets opinions,Trec2012,,,
71,Australian Open Djokovic vs. Murray,australian open djokovic vs murray yeahboy nadal australianopen go saldanhatekere game set match novak 76 75 64 grand slam defend dreamed mens cship ausopen vs great showdown andy makes way finals face atptennis yeg tennis sets final battles back reach singles star hoping third time lucky scottish try break duck ap plays pressure tomorrow men navok djojovic whos ganna win im fan say 2011 live blog hi bleacher report contributor scott us golf title cbcca watch online history made via addthis finalandy battle fill vacuum mania sweeps across uk good luck messages flood 51 getting crushed awesomeness clinches 1st point keeps hopes alive 46 25 wins second 62 leading 50 one stage murrays mum looks little shellshocked breaks literally congratulations winning championship nice work going bed loses beating 63  australianopen 63  well played relentless song deserved amazing couldnt help feel sorry 1 u winrt djdaruga rmang champion gotta beat congrats brilliant definitely deserve 3 srb def 5 gbr 157 min tenis atp melbourne fantastic misses holy balls bloody omg www chaqoocom sportsby steve smithjanuary 30th 20 thrashes longer oneslam wonder enjoyed crushing triumph v happened 23 yr old russian lilithia andymurray want would reuters rock federer offensive seeking fast roger broke djokovics serve looking forward repeat gs ao david ferrer   cruise responds emphatic style serving victory defending federers ousted straight 57 novaks 2nd impressive ousts three aussie thobelanis normal service resumed roland garrosmurray dont defeats noleaustralian beats guardian always shame gets knocked tournament done mattwilansky boy takes testy meeting gain conquers mastered champi sicom semis two semifinals repeats floored alastair himmer seed stu sends packing sport golden opportunity djokovich outduals seems favorite major threat grandslam shows rare form ousting rqui four think right sundays austr 61 marathon last leads 21 playing sights 2 falls jasewilliam yesss 31 fascinating sunday morning looked play favourite like wont even close faces still cheering sensible hair wta kim clijters na li djokpvic gmg1106 indeed fans hes anyone lets hope complete job,,2011-01-30 00:00:00,Australian Open Djokovic vs. Murray,Trec2012,,,
72,Kardashians opinions,kardashians opinions love khloe kardashian rkolegend prncessjuju awesome yes   lxnewyork hate kim snookie least funny kuwtkardashians prob loved reality star social media shes tops us last three months u rt kimkardashian khloekardashian kourtneykardash piers morgan right theyre stupid answer questions stop trying make like youre perfect going 2 watch keeping loves sundays episode kktny crazy keepinupwkris larry far good thought bimbo types r truly fun loving great kudos one fine piece bubblebutted sweetness id get stuck reali saludos de mexico wit da kardashiansone mysteries hollywoodvery dead show dolls fave dollkhloegt3 iamphillyblack fuckin hey kris im big fan keep lot wish see day soapydoc bruce always lol jennafalzon kinda wished lived life lovee thee kardashianslt3 hehe new seasonn nee episodess righhht noww watchlt3 kourtney dumbass looks ur really hot wooohoooolol favorite eyes definetely glued tv screen lauraheaney ohhh fav even heaneymoira says waiting kktn tonight look would suicide bomb fuck outta shit sahadasjoahwjsehurshhggs entire internet doesnt think family say shoutout everyone wants lmao bbellz702 real live slut luvkardashians 21 doll watching kardashins cant enoughlol joined totally york daily newskourtney calls kims extravagant spending  vulgar ok magazinekim tells fizweet dont understand dis hatred kardashiand girl brain wud fazed sex tape idea whos prettier sister take net viewing uk atm endsmeat omg teen mom models motorcyles remember yesterday called mess lt3 next ny soon reply please sucha sick tired seeing face place hating bitch everywhere overdosed night wowzaaaaaa atleast friday tgif dating reggie bush gave dignity back orleans sa saw beautiful wait already know ily plzzz check dms lovethekardash gets drink thrown        ainsliecogswell oh also marketing work hi kuwtk rock never commercialjustin lloks cute bowtie drama around clan wont let websites home got hooked inspired sistersi share name admire kick ass mommatude foe x 10 itll cheer want ive afternoon pretty productive must bitches hope miami ok okkourtney ohh yea baklava armenians sunday evening gurls yorkloves obsessed becoming takeover networkim saying whatever toe mixed fish sooo proud welcome homeland 1 following gonna lie kardashianed without every channel yay finally online holland ready lovethekardashians poor kloe bill oreilly hed rather state union address sure insulted snooki vs k total eclipse butt filed slept marathon thanks gooood morning,,2011-01-31 00:00:00,Kardashians opinions,Trec2012,,,
73,Iran nuclear program,iran nuclear program citing options rejects uranium deal diplomat says nytimescom infowars talks good eats little progress divide cnn washington one world uk govt could weapon 2012 london ap   may capable developing nucle britain reuters western powers work assumption two years away iranelection failed n apn collapse another attempt international wn language signs hints bbc news cbccalanguage close new york timestwo days six associated pressthe future possible ahmadinejad afp irans president mahmoud said 23jan11 23 npt members entitled certain ri former head mossad weeks ago stuxnet set iranian nuke plans back decade fox less yr idf intelligence chief bomb haaretz mi sanctions affecting technical expertise also used create mat working israel yahoo accuses west terrorism interest move ahead tcot p2 tlot p21 phnm russia caused chernobyl brussels wednesday nato sho though worm struck well bushehrs online virus attack reactor chornobyl recent cyber russias ambassador triggered stuxent calls probe strike scared wits read baroness ashton lead eu negotiations iranshe ability gordon brownappointment debunking hype usa must apologize pay price senior lawmaker country steadfast documentary pushing hawkish us posture company ties israeli far right via aslanmedia olli heinonen fpmagazine proposal worth trying memoirs exisraeli pm regrets failure palestinian abb industrial systems cyberattack plant safe wlcentral 20110128 cable qatar israelipalestine egypt wikileaks assange cablegate garthgodsman reality happens might wd hd weapons stuck toddstarnes jan 08 elbaradei affirmed would pose threat due continuation nuc prog gee knew exclusive report warns disaster 0131 1108 pst vienna austria control tech cia take centrifuges operated least 3000 baby fue expo sends defiant message strategic dossier iiss nonproliferation expert mark fitzpatrick estimates prob 2 first features doubts concerns rockets satellites nanotechnology aerospace adva njslea lash ha thejerichomarch analyst reactors vulnerable next facility rec senators urge germany stop eih supporting economic times arshama3 end agreement officials say aligned post blog turn kind computer network manufacturers controllers automat ponder considering step exp dobroyeutro eurasiareview china issues solved meeting sign unspoken messages behind impasse hopes   dagan brought closer addthis stalemate prompts renewed air strikes istanbul fail fb rules fuel swap plan v uani didnt see coming break without interested exchange considers obtaining matter shiite pride remains stubborn worldjewishcong                      ,,2011-02-04 00:00:00,Iran nuclear program,Trec2012,,,
74,credit card debt,credit card debt bankruptcy alternatives legally settle bad great economic crisis settlement lawyers much easier lawyer days beco advice   locate free help online guidance relief programs avoid debts less many reliable consolidation vs option sett unsecured loan benefits tips find proven support ideas come acr secured loans one way cost suffering history looking pay using personal 27 offbeat eliminate months de gt cards go debtconsolidation4studentloanscom info conso augment problems finance money new post consumer ehowcom options available swift 4 valuable must consider could involves taking single achieve good consolidate best ways combine heavy sends thousands americans putting aside get works procedures effective methods today important pitfalls aware faqs solution solutions understanding financial offer would like work advantages management assured stop paying insane monthly payments wisely better counseling 411 getting student different reduction essential rewards creditors accept deal part1 use validation fix wonderful combination mebs jobs blog route bills purchase refinance cash rates still time lows 35 financing scores low 620 offers borrowers card repair consumers learn easily 2011 negotiation comparison simplifying multiple incurring act federal laws 14lauracom estimated average american household 000 entire procedure legal since book elimination helps back feet apart strong wellresearched adv borrowing 401k need related postoctober 5 2010 college basketball agency mortgages unwise mortgage decent prlog press relea typically tenant loanspromises stability fewer external r movie palace order someone cat exceptional seems step guide customers open sky visa  know want sort forums behind rent utilities living pdl dont things 1 actually repayment compare trying signature consolidationslash 50 truth longer problem cant save amount going debthelpplancom reduce outstanding finally lowering c 3 shady services,,2011-02-07 00:00:00,credit card debt,Trec2012,,,
75,Aguilera super bowl fail,aguilera super bowl fail ifwt video christina messes words national anthem superbowl cant believe muffed lyrics watch screws via businessinsider repeats line oops fubs usa actually hard song sing  ap flubs belts outs sb45 cc  failulera makes ears bleed every time hear really fucking forshame perez hilton ooop hitechcj xlv flubbed nfl ap hawaii alohatone bungles agulilera botch michael mccarthy today yes heard oh say part belt brandbowl sings loud proud related posts sbnationc im sorry found funny happened yahoo news instead singing oer ramparts watched gallant endsmeat three things nationa mangles superbowlxlv fb christinaaguilera supposed wat filed tmz sports wrecks 45 bbc fluffs us gallantly starspangled banner abc belted natio steelers kold wrong 2011 youtube botches washington post ruins beyonce band escort nf says got lost moment bw twitter explodes abuzz commen r6sports r6smokinsession topix superbowlfootballgree220110206153622jpg n espn celebrity latest kickoff   examinercom great win packerschristina however lands blunder broncos kmgh denver forgets destroys fumbles nat fu natl botched notice job packers gets world sky xy haha spelled bad fucked lol explains flub magazine poll singer accidentally tarnishing othe artsbeat nytimes share friends art classical musi start gossip apparently agu need apologize flubbing honor christinaaguileras epic heres top ten list worst star spangled mangled twilights last reaming whats rocking well aware made full videosuper imalive case missed aguileras butchered xtinanews aguileraonline thecaguilera movies tv caught know marquee blog cnncom blogs new defglam apologizes screwing,,2011-02-08 00:00:00,Aguilera super bowl fail,Trec2012,,,
77,NCIS,ncis loooooooooooove oldmonkmgm yeah dont like csis nciss enjoy mentalist dharmeshg gibbs father love ep caught criminal minds finallynow work castle much watch always make time ncismy one true watching blue bloods w26 others via getglue bluebloodscbs late night yes get crime solving tv csi sky plus looooove u gothic abby nciscbs also still stupidest fucking shows television bomb show w109 gibbsrules tejasjulia arcs outcome think know funeral end miami csimiamicbs every good passing till mia game w62 crimmindscbs special agent dinozo guy awesome grissom returning w37 fun 8888 theres mcgee join team lalalala dinnozo fool lmao photo   want ordinary want morgan sexxxi mofohe makes hotter whore hotdog factory lol addicted utterly nbcsvu woohoooo season 1 disc episode laworder llcoolj bad mf prison fight scene los angeles 8 minutes happy 814 man walks bar extended promo keeps hinting possible future relationship tony ziva ughjust quit stringing us along ratings sets another record cbs dominates tuesday mom bought sister first seriously right tivaobsessed whoop soo sexy episodes ive seen dozen times oddly comforting found havent dave im terminal leave omg youre little cute davidhenrie go baby tell deputy sec state job chained soundtrack la check humantargetfox irishtrish prolly cutest thing ever early depends look itstonyandzivaforever eyes     oh god favorite dramas lmfao jokes freakyx outsmarts,,2011-02-07 00:00:00,NCIS,Trec2012,,,
78,McDonalds food,mcdonalds food go yall ocr big macs famous stars john wayne board supervisors voted keep airp consumption becoming disgustingly methodical running granville harbour centre back cause afford im sick timmys well thats wierd craving wendys gt sued marketing happy meals children la times finishing second angus burger lol tryna put calories gain mass still stay teamripped gymrattweet quit hits hoes might get one em dollar store gifts supersize meal 5 movie sound good bout stop late nite hungry feelinglol probably vegas right al davis money fuckjamarcusrussell getting harvard easier university china mytmouse76 mine got ronald mcdonald smile avy lmao ur avatarmama bought franchise yoitsbeazy hilarious rich would buy frappe every morning smashed wowlady sueing wow goes hashbrowns looks dancinstarrlet lolol need like worth blog post new oatmeal actually pretty portion though 3pm pja come london eat ooo smells piss hereand oddly smash bed knocked fit today redandyellow hahaha pow   fattening cares lazydancer concert wont entire day healthy pandewskii21 c ive always wanted work subway week two wanna see busy gets arwenanang mcdonaldsburger king kinda things admit crap sometimes apparantly shit song gots marusula yeah ravenous hunger 2 pm afternoon inhaled teens leftover fries prove point offering 50piece mcnugget 999 limited time prices participation may vary thefacttree omgfacts founder served unit walt disney world war details customers claim abuse threats camcar towing mmmm sooo nice think gonna give lent year southern california mcdonalds  invites sample latest fruit maple january megan spit mocha stuff mcdonaldsomg blackberry creative writing journal hate coming hoping praying cookies order soft warm shouldnt hard ass brick chips thee best mcdonald ray kroc se nooniegothoes lmmfao df uhh making til nxt thing comes g youknowthepussygood wen u offer pay moasc comprised tha match kfc colonel sanders rules fast photographer nelson chi realestate lovelly breakfast kick start xx want banned tracksuits restaurants babes oh fucking god q rediculous seeing later latte biscuit living dream menu price increases certainty ok whats ew bieberd3d catalyst honors initiatives kaiser permanente my331 vebra anti christ charge extra value small instead large announces quarterly cash dividend advertising another element add web chronicling journey chicken okay style sandwich cannot replace chickfila itll great event sunday chicago support house doesnt sell hotdogs mcflyday promotion insect burgers never leave without eating ice coke mojorojo dude needed call man beg dad increase pocket deelish debbigg posted harpenden truth rumour discussion sausage egg mc muffin first hooked going soon danny looking forward japanese spongebob commercial kids hyper jazzmane pizza express ye hurry hop plane till belfast wonder anyone set steelersnation glasses ay know cherry pies jerrys headed drive thru justice notlovinit way id ever girls dressed fifth cheese mcmuffin stand election clown anyway makes milkshakes left hair salon untill wait friendsim coffee break ate dont made consumed humans maybe zombies vampires somethin mcgarbage imjusthonest really,,2011-02-08 00:00:00,McDonalds food,Trec2012,,,
79,Saleh Yemen overthrow,saleh yemen overthrow ticker thousands yemenis call president quit demonstrated capital thursday ca bbc rally demonstrating sanaa calling ali abdullah protesters demand change government inspired unrest ousted tunisian leader sprea march took streets th breaking news protests leave v fahimn mobs mobilized protest middleeast cairo muslims organizers said events world guardiancouk 1st tunisia egypt wow growing antiregime spread antigovernment spilling business arab euronews jan25 first new york times regime wave activism across middle east  wonder fill political vacuum tunesia rallies hit tunisias ripple effect continues protesting pak govt inspir gov hiring send cv erupt ap tens people correcting link latest state join least 10000 activists domino  escalating dozens ouster yemens also watching r joethemailman like 1000s wellgt tcot wlcentral 20110129 day rage february 3 feb3 calls emergency meeting ahead called emergen eileenleft yemeni says seek extend presidency appoint son role current johncusack look via breakingnews ruled decades hell 2 term pass power sonreuters yemen pledges reelection announced wednesday wou pres salih step immediately follows mubarak another anoth need job presidential feb1 aljazeera 2013 2011 last updated 0329 et working quite well cnn wont   told parliament 22yemens abdallah 33 years periodically announces run elections dtn singapore stand facing reuters top ripplesanother us ally prez nearly 32 yearssays election hand newsshare 30 amazing happenning mideast turmoil hits cnncom preempting mass vows extension reins deutsche welle unsettled relinquish mand jordan al jazeera reports region syria start despite concession seemed hundreds yemenrepublican guards dispatched roaming according rather reliable source reform gathered near east haaretz follow n 20000 take breaknews next filled gather nytimes  day rage  dueling unfold peacefully pro demonstrators held peaceful p worldchanging expires wyclef obama got minute citizens resign,,2011-02-04 00:00:00,Saleh Yemen overthrow,Trec2012,,,
80,Chipotle raid,chipotle raid faces ice inspections two states n reutersn reuters mexican grill inc received immigration customs enforcement notices inspection restaurants probe widens upscale burrito chain chipotl source yahoo news via racheldillin problems investigations 2 us fast food caught crosshairs los angelesdallas lot going u knew many genuine mexicans working scrutiny illegal workers broadens fires hundreds forced fire listening mprnews story audit prompted firings feel bad got axed miss messing hate gop mt breakingnews told expect new youngpop rt crackdown led fired woahhwhy investigation government oo,,2011-02-08 00:00:00,Chipotle raid,Trec2012,,,
81,smartphone success,smartphone success emarketer apple soon lead us market   long according tech   bonairedotcom 27012011 1912 acco strong galaxy tab sales round samsung record year mash samsung posted positive fourth quar quarter r marketing seo reagentresume f android tablet boost q4 electronics reported fresh alltime high pcworld end mobile grew 28 2010 smartphones drivers 2011 drive marke iphone profits swamp competitors oh cheap load codswallop may share 1725 42 phones asymco see following charts accounts 50 percent heres apples ipad dominate years via businessinsider blackberry beating battle phones4u idc still leads rim 2 worldwide maker aims 30 phone taiwan report digitimes electron amazon bestseller 1 s5230 star touchscreen 3mp kamera video mp3player bluetooth nobleb news5 new results google chasing popularityeweekidc appcelera popularity appcelerator said motorola light already weighs york reuters mobility holdings inc sold slig profit 4th amid surge braces verizon disappoint nokia shrinks 31 operating takes stephen tweetchip engadget top 2012 brilliantly level playing field make easy instantly compare prices ipo hints os changes claims 9 grows 179  trend help sub surges 21 expandin fastest growing vendor analysis shows huge growth released world analy state play microsoft players hot western finnish manufacturer saw 24 decline unit shipments toshiba q3 set jump chips atrix 4g dual core action impressive features doubles japans corps quarterly pro becomes platform canalys googles overtook longtime n reutersn longti overtakes symbian worlds bestselling article mrnairobi hexheizzy jayfreakay bonimw recent research carrier google biggest socialmedia beats firm gigadroid ios zooms past become fanboys geeks t3kd  world leading platform  data popular guardian news androidbased reached 329 million worldwid guardiantech names accordi dethroned nokias last blog stillsafe system overtak overtaken mashable,,2011-02-08 00:00:00,smartphone success,Trec2012,,,
